loss,ppx,rouge1,rouge2,rougeL,epoch
5.869777527070584,354.1701782253681,0.5140357572341778,0.3150534860956533,0.4410210412351988,0
4.379294883935971,79.78175816782866,0.5157874482003408,0.420722334022119,0.5156786875908339,1
4.290042333136824,72.96955746450966,0.5149999805842987,0.4195922986629386,0.5148912199747918,2
4.227744093514923,68.56238724765417,0.5120238935130387,0.4163404267891578,0.5118916366629301,3
4.138848802200834,62.73056457832321,0.5102653477331984,0.4140575860018928,0.5100763083016363,4
4.063499793074185,58.177564636587306,0.5096620960717614,0.41358941790327286,0.5095450810640039,5
3.994183295651486,54.28149058643807,0.508923914944572,0.4128859798763118,0.5087645696967776,6
3.9425756958194245,51.5512106843419,0.5126264151403095,0.4165328870096427,0.5123902215747022,7
3.898225925022498,49.314883153993165,0.5064275781421053,0.40981884688308623,0.5060807594746567,8
3.8680593465503894,47.84943674428589,0.5133593358684254,0.4175039793305791,0.5132273780760749,9
3.84212152850359,46.624284336901866,0.5143068803030181,0.4184522803493254,0.5141586743793745,10
3.8149768929732475,45.37570787313759,0.5132812317090856,0.4174438476227971,0.5131460105499849,11
3.802816619550375,44.82726820503784,0.5124294458713721,0.4163538291525698,0.5122888468686131,12
3.7861874202140293,44.087990460816926,0.5170600231392464,0.4214702486702572,0.5168791451555504,13
3.788886238757829,44.20713665168814,0.5183680363877432,0.42235765153075483,0.5182390429043849,14
3.755664120043131,42.76260988862262,0.5165812111880895,0.42067879374515493,0.5163724092302725,15
3.740632957085631,42.12464482089942,0.5183246436819791,0.42217919188003705,0.5179847076063342,16
3.743549639121034,42.2476883679199,0.5176452636864819,0.4216750638789858,0.5174642069520472,17
3.726243723604016,41.52284358403977,0.512801247913706,0.41648774524071674,0.5126589212461968,18
3.713605180718845,41.001357697075306,0.5199719075722323,0.42317908415868477,0.5196954794862758,19
3.671568745060971,39.31353041772862,0.5208557091388687,0.42472104660354276,0.5204648382410355,20
3.6448973623433507,38.27884379910027,0.5208354717779802,0.4248543003789211,0.520632454504944,21
3.6655244665934625,39.07662517421791,0.5216963146408952,0.4253293610333609,0.5212961615956875,22
3.724312035660995,41.44271182741968,0.5212801070642633,0.4246266078032051,0.5205080647176963,23
3.7055154017039706,40.67100382057733,0.5208707291680044,0.4246850053510548,0.5202240690271354,24
3.6584786033271848,38.802264305948796,0.5206687762860764,0.4238429297900319,0.5194916163271966,25
3.4949584491270826,32.948918868220815,0.5205763180540182,0.42467080000985136,0.520252390406036,26
